'0': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.65
'1': P: 0.9891304347826086 , R: 0.419468546637744 , F1: 0.5891089108910891 , conf: 0.65
'2': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.65
'3': P: 0.9998046493455753 , R: 0.9074468085106383 , F1: 0.9513895343433405 , conf: 0.65
weighted: P: 0.8833645263756593 , R: 0.6339769808808142 , F1: 0.7170617936899817 , conf: 0.65
'0': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.7
'1': P: 0.9925187032418953 , R: 0.3237527114967462 , F1: 0.48824371294213864 , conf: 0.7
'2': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.7
'3': P: 1.0 , R: 0.8799645390070922 , F1: 0.936150146185042 , conf: 0.7
weighted: P: 0.8846579451684685 , R: 0.58565585465614 , F1: 0.6735022959967891 , conf: 0.7
'0': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.75
'1': P: 0.995418098510882 , R: 0.2356290672451193 , F1: 0.38105678579258934 , conf: 0.75
'2': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.75
'3': P: 1.0 , R: 0.8450354609929078 , F1: 0.9160099942340957 , conf: 0.75
weighted: P: 0.8856750639501696 , R: 0.5360030438504708 , F1: 0.6250959567662293 , conf: 0.75
'0': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.8
'1': P: 0.9932998324958124 , R: 0.16079175704989154 , F1: 0.276779463243874 , conf: 0.8
'2': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.8
'3': P: 1.0 , R: 0.8125886524822695 , F1: 0.8966056930450944 , conf: 0.8
weighted: P: 0.884931968253073 , R: 0.492342813659279 , F1: 0.5781050860094873 , conf: 0.8
'0': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.85
'1': P: 0.9945652173913043 , R: 0.0992407809110629 , F1: 0.1804733727810651 , conf: 0.85
'2': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.85
'3': P: 1.0 , R: 0.7696808510638298 , F1: 0.8698527201683198 , conf: 0.85
weighted: P: 0.885375870040819 , R: 0.4477313801959479 , F1: 0.529968148061057 , conf: 0.85
'0': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.9
'1': P: 0.9948453608247423 , R: 0.05233188720173536 , F1: 0.0994332818134982 , conf: 0.9
'2': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.9
'3': P: 1.0 , R: 0.7210992907801419 , F1: 0.8379519934068198 , conf: 0.9
weighted: P: 0.8854741454125036 , R: 0.40521259393132314 , F1: 0.48442492020761385 , conf: 0.9
'0': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.95
'1': P: 0.975609756097561 , R: 0.010845986984815618 , F1: 0.02145347278090641 , conf: 0.95
'2': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 0.95
'3': P: 1.0 , R: 0.6418439716312057 , F1: 0.7818574514038877 , conf: 0.95
weighted: P: 0.8787262228182064 , R: 0.3481403976029678 , F1: 0.4269757855544479 , conf: 0.95
'0': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 1.0
'1': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 1.0
'2': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 1.0
'3': P: 0.0 , R: 0.0 , F1: 0.0 , conf: 1.0
weighted: P: 0.0 , R: 0.0 , F1: 0.0 , conf: 1.0
